Number,Player,Matchweek,Matchday,Injured,Minutes_Last_Game,Minutes_Prev_3_Games,Minutes_Last_30d,Days_Since_Last_Injury_Related,Days_Since_Last_Injury_Any,age,Pos,Days_Rest,Short_Rest_Flag_le3d,Matches_Last_10d,High_Minute_Flag_10d_3x85,Starts_Last_5,Consecutive_Starts,Rolling_Minutes_7d,Rolling_Minutes_28d,Minutes
3,Radu Dragusin,20,2025-01-04,0,90.0,176.0,747.0,,,,,6.0,0.0,3,0.0,5.0,7.0,90.0,612.0,45.0
4,Kevin Danso,20,2025-01-04,0,0.0,0.0,300.0,81.0,81.0,27.0,DF,,,0,,,,,,0.0
6,João Palhinha,20,2025-01-04,1,0.0,0.0,0.0,,0.0,30.0,MF,,,0,,,,,,0.0
7,Xavi Simons,20,2025-01-04,0,0.0,0.0,0.0,3.0,3.0,22.0,"FW,MF",,,0,,,,,,0.0
8,Yves Bissouma,20,2025-01-04,0,63.0,67.0,493.0,106.0,106.0,,,6.0,0.0,3,0.0,4.0,0.0,63.0,385.0,29.0
9,Richarlison,20,2025-01-04,1,0.0,0.0,0.0,77.0,77.0,28.0,FW,,,0,,,,,,0.0
10,James Maddison,20,2025-01-04,0,27.0,54.0,475.0,,,,,6.0,0.0,3,0.0,3.0,0.0,27.0,367.0,29.0
11,,20,2025-01-04,0,0.0,0.0,62.0,,,,,,,0,,,,,,0.0
13,Destiny Udogie,20,2025-01-04,1,49.0,129.0,426.0,96.0,96.0,22.0,DF,,,2,,,,,,0.0
14,,20,2025-01-04,0,90.0,180.0,732.0,,,,,6.0,0.0,3,0.0,5.0,7.0,90.0,552.0,90.0
15,Lucas Bergvall,20,2025-01-04,0,0.0,27.0,276.0,,,19.0,MF,9.0,0.0,2,0.0,1.0,1.0,0.0,204.0,61.0
17,Cristian Romero,20,2025-01-04,1,0.0,0.0,14.0,57.0,29.0,27.0,DF,,,0,,,,,,0.0
19,Dominic Solanke,20,2025-01-04,0,90.0,180.0,741.0,117.0,33.0,,,6.0,0.0,3,0.0,5.0,6.0,90.0,561.0,90.0
20,,20,2025-01-04,0,80.0,260.0,491.0,,,,,6.0,0.0,3,0.0,5.0,7.0,80.0,420.0,71.0
21,Dejan Kulusevski,20,2025-01-04,0,90.0,180.0,753.0,,,,,6.0,0.0,3,0.0,5.0,0.0,90.0,573.0,90.0
22,Brennan Johnson,20,2025-01-04,0,63.0,153.0,523.0,,,24.0,FW,6.0,0.0,3,0.0,2.0,3.0,63.0,343.0,90.0
23,,20,2025-01-04,0,90.0,100.0,642.0,,,,,6.0,0.0,3,0.0,3.0,2.0,90.0,523.0,90.0
24,Djed Spence,20,2025-01-04,0,0.0,89.0,434.0,57.0,57.0,25.0,DF,9.0,0.0,2,0.0,4.0,5.0,0.0,344.0,90.0
28,Wilson Odobert,20,2025-01-04,1,0.0,0.0,0.0,73.0,73.0,20.0,"FW,MF",,,0,,,,,,0.0
29,Pape Matar Sarr,20,2025-01-04,0,0.0,0.0,474.0,,,23.0,MF,13.0,0.0,1,0.0,4.0,4.0,0.0,357.0,61.0
30,Rodrigo Bentancur,20,2025-01-04,0,90.0,153.0,213.0,126.0,126.0,28.0,MF,,,2,,,,,,0.0
37,Micky van de Ven,20,2025-01-04,1,0.0,0.0,78.0,117.0,28.0,24.0,DF,,,0,,,,,,0.0
3,Radu Dragusin,21,2025-01-14,0,45.0,221.0,671.0,,,,,,,3,,,,,,0.0
4,Kevin Danso,21,2025-01-14,0,0.0,0.0,300.0,91.0,91.0,27.0,DF,,,2,,,,,,0.0
6,João Palhinha,21,2025-01-14,1,0.0,0.0,0.0,,0.0,30.0,MF,,,0,,,,,,0.0
7,Xavi Simons,21,2025-01-14,0,0.0,0.0,64.0,13.0,13.0,22.0,"FW,MF",,,1,,,,,,0.0
8,Yves Bissouma,21,2025-01-14,0,29.0,96.0,486.0,116.0,116.0,,,,,3,,,,,,0.0
9,Richarlison,21,2025-01-14,1,0.0,0.0,0.0,87.0,87.0,28.0,FW,,,0,,,,,,0.0
10,James Maddison,21,2025-01-14,0,29.0,83.0,384.0,,,,,,,2,,,,,,0.0
11,,21,2025-01-14,0,0.0,0.0,9.0,,,,,,,0,,,,,,0.0
13,Destiny Udogie,21,2025-01-14,1,0.0,129.0,156.0,106.0,106.0,22.0,DF,,,0,,,,,,0.0
14,,21,2025-01-14,0,90.0,270.0,750.0,,,,,,,3,,,,,,0.0
15,Lucas Bergvall,21,2025-01-14,0,61.0,88.0,366.0,,,19.0,MF,,,3,,,,,,0.0
17,Cristian Romero,21,2025-01-14,1,0.0,0.0,0.0,67.0,39.0,27.0,DF,,,0,,,,,,0.0
19,Dominic Solanke,21,2025-01-14,0,90.0,270.0,673.0,127.0,43.0,,,,,3,,,,,,0.0
20,,21,2025-01-14,0,71.0,241.0,557.0,,,,,4.0,0.0,3,0.0,5.0,9.0,90.0,421.0,62.0
21,Dejan Kulusevski,21,2025-01-14,0,90.0,270.0,660.0,,,,,,,3,,,,,,0.0
22,Brennan Johnson,21,2025-01-14,0,90.0,243.0,518.0,,,24.0,FW,,,3,,,,,,0.0
23,,21,2025-01-14,0,90.0,190.0,643.0,,,,,,,3,,,,,,0.0
24,Djed Spence,21,2025-01-14,0,90.0,179.0,554.0,67.0,67.0,25.0,DF,,,3,,,,,,0.0
28,Wilson Odobert,21,2025-01-14,1,0.0,0.0,0.0,83.0,83.0,20.0,"FW,MF",,,0,,,,,,0.0
29,Pape Matar Sarr,21,2025-01-14,0,61.0,61.0,365.0,,,23.0,MF,,,2,,,,,,0.0
30,Rodrigo Bentancur,21,2025-01-14,1,0.0,153.0,167.0,136.0,136.0,28.0,MF,,,1,,,,,,0.0
37,Micky van de Ven,21,2025-01-14,1,0.0,0.0,0.0,127.0,38.0,24.0,DF,,,0,,,,,,0.0
3,Radu Dragusin,22,2025-01-18,0,0.0,135.0,671.0,,,,,,,3,,,,,,0.0
4,Kevin Danso,22,2025-01-18,0,0.0,0.0,300.0,95.0,95.0,27.0,DF,,,1,,,,,,0.0
6,João Palhinha,22,2025-01-18,1,0.0,0.0,0.0,,0.0,30.0,MF,,,0,,,,,,0.0
7,Xavi Simons,22,2025-01-18,0,0.0,0.0,219.0,17.0,17.0,22.0,"FW,MF",,,3,,,,,,0.0
8,Yves Bissouma,22,2025-01-18,1,0.0,92.0,531.0,120.0,120.0,,,,,3,,,,,,0.0
9,Richarlison,22,2025-01-18,0,0.0,0.0,13.0,91.0,4.0,28.0,FW,,,1,,,,,,0.0
10,James Maddison,22,2025-01-18,0,0.0,56.0,353.0,,,,,,,2,,,,,,0.0
11,,22,2025-01-18,0,0.0,0.0,54.0,,,,,,,1,,,,,,0.0
13,Destiny Udogie,22,2025-01-18,1,0.0,49.0,129.0,110.0,110.0,22.0,DF,,,0,,,,,,0.0
14,,22,2025-01-18,0,0.0,180.0,750.0,,,,,,,3,,,,,,0.0
15,Lucas Bergvall,22,2025-01-18,0,0.0,61.0,366.0,,,19.0,MF,,,3,,,,,,0.0
17,Cristian Romero,22,2025-01-18,1,0.0,0.0,0.0,71.0,43.0,27.0,DF,,,0,,,,,,0.0
19,Dominic Solanke,22,2025-01-18,1,0.0,180.0,682.0,131.0,47.0,,,,,3,,,,,,0.0
20,,22,2025-01-18,0,62.0,213.0,573.0,,,,,4.0,0.0,3,0.0,5.0,10.0,62.0,483.0,90.0
21,Dejan Kulusevski,22,2025-01-18,0,0.0,180.0,660.0,,,,,,,3,,,,,,0.0
22,Brennan Johnson,22,2025-01-18,1,0.0,153.0,518.0,,0.0,24.0,FW,,,3,,,,,,0.0
23,,22,2025-01-18,0,0.0,180.0,580.0,,,,,,,2,,,,,,0.0
24,Djed Spence,22,2025-01-18,0,0.0,90.0,568.0,71.0,71.0,25.0,DF,,,3,,,,,,0.0
28,Wilson Odobert,22,2025-01-18,1,0.0,0.0,0.0,87.0,87.0,20.0,"FW,MF",,,0,,,,,,0.0
29,Pape Matar Sarr,22,2025-01-18,0,0.0,61.0,320.0,,,23.0,MF,,,2,,,,,,0.0
30,Rodrigo Bentancur,22,2025-01-18,1,0.0,90.0,167.0,140.0,140.0,28.0,MF,,,1,,,,,,0.0
37,Micky van de Ven,22,2025-01-18,1,0.0,0.0,0.0,131.0,42.0,24.0,DF,,,0,,,,,,0.0
3,Radu Dragusin,23,2025-01-26,0,0.0,45.0,630.0,,,,,3.0,1.0,3,0.0,5.0,13.0,135.0,540.0,90.0
4,Kevin Danso,23,2025-01-26,0,0.0,0.0,180.0,103.0,103.0,27.0,DF,,,0,,,,,,0.0
6,João Palhinha,23,2025-01-26,0,0.0,0.0,8.0,2.0,2.0,30.0,MF,,,1,,,,,,0.0
7,Xavi Simons,23,2025-01-26,0,0.0,0.0,369.0,25.0,25.0,22.0,"FW,MF",,,3,,,,,,0.0
8,Yves Bissouma,23,2025-01-26,0,0.0,29.0,347.0,128.0,1.0,,,,,0,,,,,,0.0
9,Richarlison,23,2025-01-26,1,0.0,0.0,166.0,99.0,12.0,28.0,FW,3.0,1.0,3,0.0,1.0,2.0,100.0,113.0,53.0
10,James Maddison,23,2025-01-26,1,0.0,29.0,369.0,,0.0,,,,,2,,,,,,0.0
11,,23,2025-01-26,0,0.0,0.0,45.0,,,,,,,0,,,,,,0.0
13,Destiny Udogie,23,2025-01-26,1,0.0,0.0,49.0,118.0,118.0,22.0,DF,,,0,,,,,,0.0
14,,23,2025-01-26,0,0.0,90.0,749.0,,,,,3.0,1.0,3,0.0,5.0,13.0,180.0,660.0,89.0
15,Lucas Bergvall,23,2025-01-26,0,0.0,61.0,564.0,,,19.0,MF,3.0,1.0,3,0.0,4.0,4.0,180.0,474.0,90.0
17,Cristian Romero,23,2025-01-26,1,0.0,0.0,0.0,79.0,51.0,27.0,DF,,,0,,,,,,0.0
19,Dominic Solanke,23,2025-01-26,1,0.0,90.0,413.0,139.0,55.0,,,,,0,,,,,,0.0
20,,23,2025-01-26,0,90.0,223.0,482.0,,,,,8.0,0.0,2,0.0,5.0,11.0,0.0,393.0,89.0
21,Dejan Kulusevski,23,2025-01-26,0,0.0,90.0,660.0,,,,,3.0,1.0,3,0.0,4.0,4.0,180.0,570.0,90.0
22,Brennan Johnson,23,2025-01-26,1,0.0,90.0,394.0,,0.0,24.0,FW,,,0,,,,,,0.0
23,,23,2025-01-26,0,0.0,90.0,570.0,,,,,3.0,1.0,2,0.0,5.0,6.0,90.0,480.0,90.0
24,Djed Spence,23,2025-01-26,1,0.0,90.0,390.0,79.0,79.0,25.0,DF,,,1,,,,,,0.0
28,Wilson Odobert,23,2025-01-26,1,0.0,0.0,0.0,95.0,95.0,20.0,"FW,MF",,,0,,,,,,0.0
29,Pape Matar Sarr,23,2025-01-26,1,0.0,61.0,298.0,,0.0,23.0,MF,7.0,0.0,2,0.0,5.0,8.0,72.0,245.0,53.0
30,Rodrigo Bentancur,23,2025-01-26,0,0.0,0.0,284.0,148.0,4.0,28.0,MF,3.0,1.0,2,0.0,5.0,10.0,90.0,194.0,90.0
37,Micky van de Ven,23,2025-01-26,1,0.0,0.0,0.0,139.0,50.0,24.0,DF,,,0,,,,,,0.0
3,Radu Dragusin,24,2025-02-02,1,90.0,90.0,560.0,,0.0,,,,,3,,,,,,0.0
4,Kevin Danso,24,2025-02-02,0,0.0,0.0,180.0,110.0,110.0,27.0,DF,,,0,,,,,,0.0
6,João Palhinha,24,2025-02-02,0,0.0,0.0,41.0,9.0,9.0,30.0,MF,,,2,,,,,,0.0
7,Xavi Simons,24,2025-02-02,0,0.0,0.0,485.0,32.0,32.0,22.0,"FW,MF",,,3,,,,,,0.0
8,Yves Bissouma,24,2025-02-02,0,0.0,0.0,396.0,135.0,8.0,,,3.0,1.0,2,0.0,3.0,1.0,45.0,300.0,67.0
9,Richarlison,24,2025-02-02,0,53.0,53.0,324.0,106.0,4.0,28.0,FW,3.0,1.0,4,0.0,3.0,4.0,133.0,246.0,78.0
10,James Maddison,24,2025-02-02,1,0.0,0.0,342.0,,0.0,,,,,1,,,,,,0.0
11,,24,2025-02-02,0,0.0,0.0,106.0,,,,,,,1,,,,,,0.0
13,Destiny Udogie,24,2025-02-02,1,0.0,0.0,0.0,125.0,125.0,22.0,DF,,,0,,,,,,0.0
14,,24,2025-02-02,0,89.0,89.0,839.0,,,,,3.0,1.0,4,1.0,5.0,15.0,179.0,659.0,90.0
15,Lucas Bergvall,24,2025-02-02,0,90.0,90.0,699.0,,,19.0,MF,3.0,1.0,4,1.0,5.0,0.0,180.0,593.0,45.0
17,Cristian Romero,24,2025-02-02,1,0.0,0.0,0.0,86.0,58.0,27.0,DF,,,0,,,,,,0.0
19,Dominic Solanke,24,2025-02-02,1,0.0,0.0,323.0,146.0,62.0,,,,,0,,,,,,0.0
20,,24,2025-02-02,0,89.0,241.0,402.0,,,,,,,1,,,,,,0.0
21,Dejan Kulusevski,24,2025-02-02,0,90.0,90.0,705.0,,,,,3.0,1.0,4,0.0,4.0,1.0,135.0,525.0,90.0
22,Brennan Johnson,24,2025-02-02,1,0.0,0.0,331.0,,0.0,24.0,FW,,,0,,,,,,0.0
23,,24,2025-02-02,0,90.0,90.0,660.0,,,,,3.0,1.0,4,1.0,5.0,8.0,180.0,480.0,90.0
24,Djed Spence,24,2025-02-02,0,0.0,0.0,480.0,86.0,1.0,25.0,DF,14.0,0.0,1,0.0,4.0,3.0,0.0,300.0,90.0
28,Wilson Odobert,24,2025-02-02,1,0.0,0.0,0.0,102.0,102.0,20.0,"FW,MF",,,0,,,,,,0.0
29,Pape Matar Sarr,24,2025-02-02,0,53.0,53.0,321.0,7.0,7.0,23.0,MF,7.0,0.0,2,0.0,5.0,0.0,53.0,237.0,23.0
30,Rodrigo Bentancur,24,2025-02-02,0,90.0,90.0,329.0,155.0,11.0,28.0,MF,3.0,1.0,4,0.0,5.0,12.0,135.0,239.0,90.0
37,Micky van de Ven,24,2025-02-02,1,0.0,0.0,45.0,6.0,6.0,24.0,DF,,,1,,,,,,0.0
3,Radu Dragusin,25,2025-02-15,1,0.0,90.0,245.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,25,2025-02-15,0,0.0,0.0,180.0,123.0,123.0,27.0,DF,,,2,,,,,,0.0
6,João Palhinha,25,2025-02-15,1,0.0,0.0,41.0,22.0,22.0,30.0,MF,,,0,,,,,,0.0
7,Xavi Simons,25,2025-02-15,0,0.0,0.0,536.0,45.0,45.0,22.0,"FW,MF",,,2,,,,,,0.0
8,Yves Bissouma,25,2025-02-15,0,67.0,67.0,213.0,148.0,21.0,,,,,2,,,,,,0.0
9,Richarlison,25,2025-02-15,1,78.0,131.0,355.0,119.0,17.0,28.0,FW,,,1,,,,,,0.0
10,James Maddison,25,2025-02-15,0,0.0,0.0,178.0,5.0,5.0,,,,,0,,,,,,0.0
11,,25,2025-02-15,0,0.0,0.0,197.0,,,,,,,2,,,,,,0.0
13,Destiny Udogie,25,2025-02-15,0,0.0,0.0,0.0,5.0,5.0,22.0,DF,,,0,,,,,,0.0
14,,25,2025-02-15,0,90.0,179.0,629.0,,,,,,,2,,,,,,0.0
15,Lucas Bergvall,25,2025-02-15,0,45.0,135.0,529.0,,,19.0,MF,,,2,,,,,,0.0
17,Cristian Romero,25,2025-02-15,1,0.0,0.0,0.0,99.0,71.0,27.0,DF,,,0,,,,,,0.0
19,Dominic Solanke,25,2025-02-15,1,0.0,0.0,0.0,159.0,75.0,,,,,0,,,,,,0.0
20,,25,2025-02-15,0,0.0,179.0,359.0,,,,,12.0,0.0,1,0.0,5.0,13.0,0.0,269.0,90.0
21,Dejan Kulusevski,25,2025-02-15,0,90.0,180.0,585.0,,,,,,,2,,,,,,0.0
22,Brennan Johnson,25,2025-02-15,0,0.0,0.0,0.0,2.0,2.0,24.0,FW,,,0,,,,,,0.0
23,,25,2025-02-15,0,90.0,180.0,484.0,,,,,,,2,,,,,,0.0
24,Djed Spence,25,2025-02-15,0,90.0,90.0,360.0,99.0,14.0,25.0,DF,,,2,,,,,,0.0
28,Wilson Odobert,25,2025-02-15,0,0.0,0.0,0.0,2.0,2.0,20.0,"FW,MF",,,0,,,,,,0.0
29,Pape Matar Sarr,25,2025-02-15,0,23.0,76.0,223.0,20.0,20.0,23.0,MF,,,2,,,,,,0.0
30,Rodrigo Bentancur,25,2025-02-15,0,90.0,180.0,476.0,168.0,24.0,28.0,MF,,,2,,,,,,0.0
37,Micky van de Ven,25,2025-02-15,1,0.0,0.0,45.0,19.0,19.0,24.0,DF,,,0,,,,,,0.0
3,Radu Dragusin,26,2025-02-22,1,0.0,90.0,200.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,26,2025-02-22,0,0.0,0.0,347.0,130.0,130.0,27.0,DF,6.0,0.0,2,0.0,5.0,20.0,77.0,257.0,90.0
6,João Palhinha,26,2025-02-22,0,0.0,0.0,41.0,29.0,6.0,30.0,MF,,,0,,,,,,0.0
7,Xavi Simons,26,2025-02-22,0,0.0,0.0,386.0,52.0,52.0,22.0,"FW,MF",,,1,,,,,,0.0
8,Yves Bissouma,26,2025-02-22,0,0.0,67.0,232.0,155.0,28.0,,,6.0,0.0,2,0.0,2.0,0.0,13.0,226.0,6.0
9,Richarlison,26,2025-02-22,1,0.0,131.0,310.0,126.0,24.0,28.0,FW,,,0,,,,,,0.0
10,James Maddison,26,2025-02-22,0,0.0,0.0,178.0,12.0,12.0,,,6.0,0.0,2,0.0,3.0,0.0,63.0,63.0,27.0
11,,26,2025-02-22,0,0.0,0.0,360.0,,,,,6.0,0.0,2,0.0,3.0,3.0,90.0,287.0,73.0
13,Destiny Udogie,26,2025-02-22,0,0.0,0.0,64.0,12.0,12.0,22.0,DF,55.0,0.0,1,0.0,5.0,9.0,0.0,0.0,64.0
14,,26,2025-02-22,0,0.0,179.0,642.0,,,,,6.0,0.0,2,0.0,4.0,1.0,13.0,462.0,90.0
15,Lucas Bergvall,26,2025-02-22,0,0.0,135.0,586.0,,,19.0,MF,6.0,0.0,2,0.0,3.0,3.0,63.0,412.0,84.0
17,Cristian Romero,26,2025-02-22,1,0.0,0.0,0.0,106.0,78.0,27.0,DF,,,0,,,,,,0.0
19,Dominic Solanke,26,2025-02-22,1,0.0,0.0,0.0,166.0,82.0,,,,,0,,,,,,0.0
20,,26,2025-02-22,0,90.0,179.0,359.0,,,,,7.0,0.0,2,0.0,5.0,14.0,90.0,269.0,90.0
21,Dejan Kulusevski,26,2025-02-22,0,0.0,180.0,675.0,,,,,6.0,0.0,2,0.0,4.0,5.0,90.0,495.0,90.0
22,Brennan Johnson,26,2025-02-22,0,0.0,0.0,90.0,9.0,9.0,24.0,FW,6.0,0.0,2,0.0,2.0,1.0,27.0,27.0,63.0
23,,26,2025-02-22,0,0.0,180.0,600.0,,,,,6.0,0.0,2,0.0,4.0,0.0,90.0,484.0,26.0
24,Djed Spence,26,2025-02-22,0,0.0,90.0,450.0,106.0,21.0,25.0,DF,6.0,0.0,2,0.0,5.0,7.0,90.0,360.0,90.0
28,Wilson Odobert,26,2025-02-22,0,0.0,0.0,21.0,9.0,9.0,20.0,"FW,MF",6.0,0.0,2,0.0,2.0,0.0,4.0,4.0,17.0
29,Pape Matar Sarr,26,2025-02-22,0,0.0,76.0,151.0,27.0,27.0,23.0,MF,,,0,,,,,,0.0
30,Rodrigo Bentancur,26,2025-02-22,0,0.0,180.0,643.0,175.0,31.0,28.0,MF,6.0,0.0,2,0.0,5.0,16.0,77.0,463.0,90.0
37,Micky van de Ven,26,2025-02-22,1,0.0,0.0,45.0,26.0,26.0,24.0,DF,,,0,,,,,,0.0
3,Radu Dragusin,27,2025-02-26,1,0.0,0.0,20.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,27,2025-02-26,0,90.0,90.0,437.0,134.0,134.0,27.0,DF,4.0,0.0,3,0.0,5.0,21.0,90.0,347.0,90.0
6,João Palhinha,27,2025-02-26,0,0.0,0.0,33.0,33.0,10.0,30.0,MF,,,0,,,,,,0.0
7,Xavi Simons,27,2025-02-26,0,0.0,0.0,475.0,56.0,56.0,22.0,"FW,MF",,,2,,,,,,0.0
8,Yves Bissouma,27,2025-02-26,0,6.0,73.0,232.0,159.0,32.0,,,,,2,,,,,,0.0
9,Richarlison,27,2025-02-26,1,0.0,78.0,202.0,130.0,28.0,28.0,FW,,,0,,,,,,0.0
10,James Maddison,27,2025-02-26,0,27.0,27.0,171.0,16.0,16.0,,,4.0,0.0,3,0.0,3.0,0.0,27.0,90.0,81.0
11,,27,2025-02-26,0,73.0,73.0,426.0,,,,,4.0,0.0,3,0.0,4.0,4.0,73.0,360.0,66.0
13,Destiny Udogie,27,2025-02-26,0,64.0,64.0,130.0,16.0,16.0,22.0,DF,4.0,0.0,2,0.0,5.0,10.0,64.0,64.0,66.0
14,,27,2025-02-26,0,90.0,180.0,553.0,,,,,4.0,0.0,3,0.0,4.0,2.0,90.0,463.0,90.0
15,Lucas Bergvall,27,2025-02-26,0,84.0,129.0,496.0,,,19.0,MF,4.0,0.0,3,0.0,3.0,4.0,84.0,406.0,90.0
17,Cristian Romero,27,2025-02-26,1,0.0,0.0,0.0,110.0,82.0,27.0,DF,,,0,,,,,,0.0
19,Dominic Solanke,27,2025-02-26,1,0.0,0.0,0.0,170.0,86.0,,,,,0,,,,,,0.0
20,,27,2025-02-26,0,90.0,180.0,270.0,,,,,,,1,,,,,,0.0
21,Dejan Kulusevski,27,2025-02-26,0,90.0,180.0,519.0,,,,,4.0,0.0,3,0.0,5.0,0.0,90.0,495.0,24.0
22,Brennan Johnson,27,2025-02-26,0,63.0,63.0,180.0,13.0,13.0,24.0,FW,4.0,0.0,3,0.0,2.0,2.0,63.0,90.0,90.0
23,,27,2025-02-26,0,26.0,116.0,510.0,,,,,4.0,0.0,3,0.0,3.0,1.0,26.0,420.0,90.0
24,Djed Spence,27,2025-02-26,0,90.0,180.0,474.0,110.0,25.0,25.0,DF,4.0,0.0,3,0.0,5.0,0.0,90.0,450.0,24.0
28,Wilson Odobert,27,2025-02-26,0,17.0,17.0,87.0,13.0,13.0,20.0,"FW,MF",4.0,0.0,3,0.0,1.0,1.0,17.0,21.0,66.0
29,Pape Matar Sarr,27,2025-02-26,0,0.0,23.0,122.0,31.0,31.0,23.0,MF,17.0,0.0,1,0.0,3.0,0.0,0.0,98.0,24.0
30,Rodrigo Bentancur,27,2025-02-26,0,90.0,180.0,529.0,179.0,35.0,28.0,MF,4.0,0.0,3,0.0,5.0,17.0,90.0,463.0,66.0
37,Micky van de Ven,27,2025-02-26,1,0.0,0.0,45.0,30.0,30.0,24.0,DF,,,0,,,,,,0.0
3,Radu Dragusin,28,2025-03-09,1,0.0,0.0,0.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,28,2025-03-09,0,90.0,180.0,527.0,145.0,145.0,27.0,DF,3.0,1.0,2,0.0,5.0,23.0,90.0,437.0,90.0
6,João Palhinha,28,2025-03-09,0,0.0,0.0,133.0,44.0,21.0,30.0,MF,,,3,,,,,,0.0
7,Xavi Simons,28,2025-03-09,0,0.0,0.0,536.0,67.0,67.0,22.0,"FW,MF",,,2,,,,,,0.0
8,Yves Bissouma,28,2025-03-09,0,0.0,6.0,109.0,170.0,43.0,,,15.0,0.0,1,0.0,2.0,1.0,0.0,64.0,45.0
9,Richarlison,28,2025-03-09,1,0.0,0.0,0.0,141.0,39.0,28.0,FW,,,0,,,,,,0.0
10,James Maddison,28,2025-03-09,0,81.0,108.0,272.0,27.0,27.0,,,3.0,1.0,2,0.0,3.0,0.0,71.0,242.0,30.0
11,,28,2025-03-09,0,66.0,139.0,364.0,,,,,,,1,,,,,,0.0
13,Destiny Udogie,28,2025-03-09,0,66.0,130.0,205.0,27.0,27.0,22.0,DF,3.0,1.0,2,0.0,5.0,0.0,71.0,201.0,4.0
14,,28,2025-03-09,0,90.0,180.0,373.0,,,,,,,1,,,,,,0.0
15,Lucas Bergvall,28,2025-03-09,0,90.0,174.0,462.0,,,19.0,MF,3.0,1.0,2,0.0,5.0,0.0,90.0,417.0,45.0
17,Cristian Romero,28,2025-03-09,0,0.0,0.0,60.0,121.0,6.0,27.0,DF,91.0,0.0,1,0.0,4.0,0.0,0.0,0.0,60.0
19,Dominic Solanke,28,2025-03-09,0,0.0,0.0,108.0,181.0,7.0,,,3.0,1.0,2,0.0,3.0,1.0,18.0,18.0,90.0
20,,28,2025-03-09,0,0.0,180.0,252.0,,,,,,,1,,,,,,0.0
21,Dejan Kulusevski,28,2025-03-09,1,24.0,114.0,294.0,,0.0,,,,,0,,,,,,0.0
22,Brennan Johnson,28,2025-03-09,0,90.0,153.0,315.0,24.0,24.0,24.0,FW,3.0,1.0,2,0.0,3.0,4.0,90.0,270.0,45.0
23,,28,2025-03-09,0,90.0,116.0,401.0,,,,,3.0,1.0,2,0.0,3.0,1.0,19.0,315.0,86.0
24,Djed Spence,28,2025-03-09,0,24.0,114.0,474.0,121.0,36.0,25.0,DF,3.0,1.0,2,0.0,4.0,2.0,90.0,384.0,90.0
28,Wilson Odobert,28,2025-03-09,0,66.0,83.0,222.0,24.0,24.0,20.0,"FW,MF",3.0,1.0,2,0.0,1.0,1.0,45.0,132.0,90.0
29,Pape Matar Sarr,28,2025-03-09,0,24.0,24.0,152.0,42.0,42.0,23.0,MF,3.0,1.0,2,0.0,1.0,1.0,19.0,62.0,90.0
30,Rodrigo Bentancur,28,2025-03-09,0,66.0,156.0,454.0,190.0,46.0,28.0,MF,3.0,1.0,2,0.0,5.0,19.0,90.0,394.0,60.0
37,Micky van de Ven,28,2025-03-09,0,0.0,0.0,30.0,41.0,4.0,24.0,DF,38.0,0.0,1,0.0,5.0,0.0,0.0,0.0,30.0
3,Radu Dragusin,29,2025-03-15,1,0.0,0.0,0.0,,0.0,,,,,0,,,,,,0.0
4,Kevin Danso,29,2025-03-15,1,90.0,270.0,437.0,151.0,151.0,27.0,DF,,,2,,,,,,0.0
6,João Palhinha,29,2025-03-15,0,0.0,0.0,140.0,50.0,27.0,30.0,MF,,,3,,,,,,0.0
7,Xavi Simons,29,2025-03-15,0,0.0,0.0,526.0,73.0,73.0,22.0,"FW,MF",,,2,,,,,,0.0
8,Yves Bissouma,29,2025-03-15,0,45.0,51.0,78.0,176.0,49.0,,,,,2,,,,,,0.0
9,Richarlison,29,2025-03-15,1,0.0,0.0,0.0,147.0,45.0,28.0,FW,,,0,,,,,,0.0
10,James Maddison,29,2025-03-15,0,30.0,138.0,348.0,33.0,33.0,,,,,3,,,,,,0.0
11,,29,2025-03-15,0,0.0,139.0,274.0,,,,,,,1,,,,,,0.0
13,Destiny Udogie,29,2025-03-15,0,4.0,134.0,205.0,33.0,33.0,22.0,DF,,,2,,,,,,0.0
14,,29,2025-03-15,0,0.0,180.0,313.0,,,,,,,2,,,,,,0.0
15,Lucas Bergvall,29,2025-03-15,0,45.0,219.0,455.0,,,19.0,MF,,,3,,,,,,0.0
17,Cristian Romero,29,2025-03-15,0,60.0,60.0,150.0,127.0,12.0,27.0,DF,,,2,,,,,,0.0
19,Dominic Solanke,29,2025-03-15,0,90.0,90.0,198.0,187.0,13.0,,,,,3,,,,,,0.0
20,,29,2025-03-15,0,0.0,90.0,431.0,,,,,5.0,0.0,2,0.0,5.0,17.0,90.0,342.0,89.0
21,Dejan Kulusevski,29,2025-03-15,1,0.0,114.0,204.0,,0.0,,,,,0,,,,,,0.0
22,Brennan Johnson,29,2025-03-15,0,45.0,198.0,329.0,30.0,30.0,24.0,FW,,,3,,,,,,0.0
23,,29,2025-03-15,0,86.0,202.0,401.0,,,,,,,3,,,,,,0.0
24,Djed Spence,29,2025-03-15,0,90.0,204.0,474.0,127.0,42.0,25.0,DF,,,3,,,,,,0.0
